date,se,browser,hits
2014-03-17,search,firefox,25990362.0
2014-03-17,yandex,firefox,16149060.0
2014-03-18,search,firefox,25241051.0
2014-03-18,yandex,firefox,15596635.0
2014-03-19,search,firefox,24733620.0
2014-03-19,yandex,firefox,15331913.0
2014-03-20,search,firefox,24596424.0
2014-03-20,yandex,firefox,15323155.0
2014-03-21,search,firefox,22821205.0
2014-03-21,yandex,firefox,14133354.0
2014-03-22,search,firefox,18612470.0
2014-03-22,yandex,firefox,11277509.0
2014-03-23,search,firefox,19403539.0
2014-03-23,yandex,firefox,11688403.0
2014-03-24,search,firefox,23975180.0
2014-03-24,yandex,firefox,14795386.0
2014-03-25,search,firefox,23216075.0
2014-03-25,yandex,firefox,14235968.0
2014-03-26,search,firefox,23512783.0
2014-03-26,yandex,firefox,14467185.0
2014-03-27,search,firefox,23414646.0
2014-03-27,yandex,firefox,14400753.0
2014-03-28,search,firefox,22627476.0
2014-03-28,yandex,firefox,13893718.0
2014-03-29,search,firefox,18930135.0
2014-03-29,yandex,firefox,11527416.0
2014-03-30,search,firefox,19918074.0
2014-03-30,yandex,firefox,12085506.0
2014-03-31,search,firefox,24314242.0
2014-03-31,yandex,firefox,15145692.0
2014-04-01,search,firefox,22528362.0
2014-04-01,yandex,firefox,13989462.0
2014-04-02,search,firefox,22145355.0
2014-04-02,yandex,firefox,13807802.0
2014-04-03,search,firefox,21973293.0
2014-04-03,yandex,firefox,13759845.0
2014-04-04,search,firefox,21302294.0
2014-04-04,yandex,firefox,13307664.0
2014-04-05,search,firefox,17526583.0
2014-04-05,yandex,firefox,10724835.0
2014-04-06,search,firefox,19697933.0
2014-04-06,yandex,firefox,11936283.0
2014-04-07,search,firefox,24680383.0
2014-04-07,yandex,firefox,15302978.0
2014-04-08,search,firefox,23727154.0
2014-04-08,yandex,firefox,14605695.0
2014-04-09,search,firefox,23394648.0
2014-04-09,yandex,firefox,14527579.0
2014-04-10,search,firefox,23152258.0
2014-04-10,yandex,firefox,14305102.0
2014-04-11,search,firefox,22265967.0
2014-04-11,yandex,firefox,13703411.0
2014-04-12,search,firefox,17698070.0
2014-04-12,yandex,firefox,10650060.0
2014-04-13,search,firefox,19877467.0
2014-04-13,yandex,firefox,12015135.0
2014-04-14,search,firefox,23900172.0
2014-04-14,yandex,firefox,14857445.0
2014-04-15,search,firefox,23176778.0
2014-04-15,yandex,firefox,14387573.0
2014-04-16,search,firefox,22256888.0
2014-04-16,yandex,firefox,13734768.0
2014-04-17,search,firefox,21186778.0
2014-04-17,yandex,firefox,13065569.0
2014-04-18,search,firefox,20576109.0
2014-04-18,yandex,firefox,12546607.0
2014-04-19,search,firefox,14993461.0
2014-04-19,yandex,firefox,8977048.0
2014-04-20,search,firefox,15801080.0
2014-04-20,yandex,firefox,9597648.0
2014-04-21,search,firefox,20998910.0
2014-04-21,yandex,firefox,13154450.0
2014-04-22,search,firefox,21336538.0
2014-04-22,yandex,firefox,13238357.0
2014-04-23,search,firefox,21081710.0
2014-04-23,yandex,firefox,13147158.0
2014-04-24,search,firefox,20676493.0
2014-04-24,yandex,firefox,12953071.0
2014-04-25,search,firefox,19588893.0
2014-04-25,yandex,firefox,12152289.0
2014-04-26,search,firefox,15454659.0
2014-04-26,yandex,firefox,9378914.0
2014-04-27,search,firefox,16316119.0
2014-04-27,yandex,firefox,9836930.0
2014-04-28,search,firefox,20921371.0
2014-04-28,yandex,firefox,12924620.0
2014-04-29,search,firefox,19883318.0
2014-04-29,yandex,firefox,12238379.0
2014-04-30,search,firefox,18597523.0
2014-04-30,yandex,firefox,11405758.0
2014-05-01,search,firefox,13956893.0
2014-05-01,yandex,firefox,8207994.0
2014-05-02,search,firefox,14417833.0
2014-05-02,yandex,firefox,8531954.0
2014-05-03,search,firefox,15034807.0
2014-05-03,yandex,firefox,8953669.0
2014-05-04,search,firefox,16873443.0
2014-05-04,yandex,firefox,10074769.0
2014-05-05,search,firefox,21580716.0
2014-05-05,yandex,firefox,13396724.0
2014-05-06,search,firefox,21193873.0
2014-05-06,yandex,firefox,13162896.0
2014-05-07,search,firefox,20292546.0
2014-05-07,yandex,firefox,12600129.0
2014-05-08,search,firefox,18273717.0
2014-05-08,yandex,firefox,11159494.0
2014-05-09,search,firefox,13461012.0
2014-05-09,yandex,firefox,7902899.0
2014-05-10,search,firefox,14487542.0
2014-05-10,yandex,firefox,8576282.0
2014-05-11,search,firefox,16810730.0
2014-05-11,yandex,firefox,10106580.0
2014-05-12,search,firefox,20755788.0
2014-05-12,yandex,firefox,12709018.0
2014-05-13,search,firefox,20208671.0
2014-05-13,yandex,firefox,12427418.0
2014-05-14,search,firefox,19619762.0
2014-05-14,yandex,firefox,12053435.0
2014-05-15,search,firefox,19392985.0
2014-05-15,yandex,firefox,11811350.0
2014-05-16,search,firefox,17836359.0
2014-05-16,yandex,firefox,10810656.0
2014-05-17,search,firefox,13654062.0
2014-05-17,yandex,firefox,8051993.0
2014-05-18,search,firefox,15232027.0
2014-05-18,yandex,firefox,9041043.0
2014-05-19,search,firefox,20201968.0
2014-05-19,yandex,firefox,12416318.0
2014-05-20,search,firefox,19526863.0
2014-05-20,yandex,firefox,11994035.0
2014-05-21,search,firefox,18968960.0
2014-05-21,yandex,firefox,11618075.0
2014-05-22,search,firefox,18874313.0
2014-05-22,yandex,firefox,11521917.0
2014-05-23,search,firefox,17678297.0
2014-05-23,yandex,firefox,10848514.0
2014-05-24,search,firefox,13259681.0
2014-05-24,yandex,firefox,7858271.0
2014-05-25,search,firefox,14864121.0
2014-05-25,yandex,firefox,8908528.0
2014-05-26,search,firefox,20211884.0
2014-05-26,yandex,firefox,12455239.0
2014-05-27,search,firefox,20111149.0
2014-05-27,yandex,firefox,12304543.0
2014-05-28,search,firefox,19880216.0
2014-05-28,yandex,firefox,12191735.0
2014-05-29,search,firefox,19969239.0
2014-05-29,yandex,firefox,12213121.0
2014-05-30,search,firefox,18312400.0
2014-05-30,yandex,firefox,11133165.0
2014-05-31,search,firefox,14305401.0
2014-05-31,yandex,firefox,8415561.0
2014-06-01,search,firefox,14786627.0
2014-06-01,yandex,firefox,8616037.0
2014-06-02,search,firefox,19458836.0
2014-06-02,yandex,firefox,11781684.0
2014-06-03,search,firefox,18919257.0
2014-06-03,yandex,firefox,11524542.0
2014-06-04,search,firefox,18408609.0
2014-06-04,yandex,firefox,11072835.0
2014-06-05,search,firefox,17772151.0
2014-06-05,yandex,firefox,10567539.0
2014-06-06,search,firefox,16722432.0
2014-06-06,yandex,firefox,9949537.0
2014-06-07,search,firefox,12455811.0
2014-06-07,yandex,firefox,7205991.0
2014-06-08,search,firefox,13796530.0
2014-06-08,yandex,firefox,8030286.0
2014-06-09,search,firefox,18649610.0
2014-06-09,yandex,firefox,11311056.0
2014-06-10,search,firefox,18479480.0
2014-06-10,yandex,firefox,11026774.0
2014-06-11,search,firefox,17569634.0
2014-06-11,yandex,firefox,10310294.0
2014-06-12,search,firefox,15118438.0
2014-06-12,yandex,firefox,8369239.0
2014-06-13,search,firefox,14881203.0
2014-06-13,yandex,firefox,8283164.0
2014-06-14,search,firefox,14111120.0
2014-06-14,yandex,firefox,8123840.0
2014-06-15,search,firefox,15738509.0
2014-06-15,yandex,firefox,9181053.0
2014-06-16,search,firefox,20430850.0
2014-06-16,yandex,firefox,12395813.0
2014-06-17,search,firefox,20599622.0
2014-06-17,yandex,firefox,12717816.0
2014-06-18,search,firefox,20397049.0
2014-06-18,yandex,firefox,12586407.0
2014-06-19,search,firefox,19974949.0
2014-06-19,yandex,firefox,12311287.0
2014-06-20,search,firefox,18416998.0
2014-06-20,yandex,firefox,11252191.0
2014-06-21,search,firefox,14463530.0
2014-06-21,yandex,firefox,8709746.0
2014-06-22,search,firefox,15486490.0
2014-06-22,yandex,firefox,9311995.0
2014-06-23,search,firefox,20334936.0
2014-06-23,yandex,firefox,12559961.0
2014-06-24,search,firefox,20099142.0
2014-06-24,yandex,firefox,12437213.0
2014-06-25,search,firefox,19792815.0
2014-06-25,yandex,firefox,12191753.0
2014-06-26,search,firefox,19609966.0
2014-06-26,yandex,firefox,11974701.0
2014-06-27,search,firefox,18666068.0
2014-06-27,yandex,firefox,11512862.0
2014-06-28,search,firefox,14114311.0
2014-06-28,yandex,firefox,8558508.0
2014-06-29,search,firefox,14902427.0
2014-06-29,yandex,firefox,8977116.0
2014-06-30,search,firefox,19390523.0
2014-06-30,yandex,firefox,12047291.0
2014-07-01,search,firefox,19118414.0
2014-07-01,yandex,firefox,11656417.0
2014-07-02,search,firefox,18832488.0
2014-07-02,yandex,firefox,11479589.0
2014-07-03,search,firefox,18426683.0
2014-07-03,yandex,firefox,11193691.0
2014-07-04,search,firefox,17695656.0
2014-07-04,yandex,firefox,10757066.0
2014-07-05,search,firefox,13289307.0
2014-07-05,yandex,firefox,7863860.0
2014-07-06,search,firefox,14314032.0
2014-07-06,yandex,firefox,8478625.0
2014-07-07,search,firefox,19728075.0
2014-07-07,yandex,firefox,12114852.0
2014-07-08,search,firefox,19406286.0
2014-07-08,yandex,firefox,11869583.0
2014-07-09,search,firefox,18857957.0
2014-07-09,yandex,firefox,11411757.0
2014-07-10,search,firefox,19084007.0
2014-07-10,yandex,firefox,11617895.0
2014-07-11,search,firefox,17955336.0
2014-07-11,yandex,firefox,10882520.0
2014-07-12,search,firefox,13682215.0
2014-07-12,yandex,firefox,8029543.0
2014-07-13,search,firefox,14549531.0
2014-07-13,yandex,firefox,8604238.0
2014-07-14,search,firefox,19564101.0
2014-07-14,yandex,firefox,12009977.0
2014-07-15,search,firefox,19349624.0
2014-07-15,yandex,firefox,11936982.0
2014-07-16,search,firefox,18904408.0
2014-07-16,yandex,firefox,11588017.0
2014-07-17,search,firefox,18863261.0
2014-07-17,yandex,firefox,11583925.0
2014-07-18,search,firefox,18190372.0
2014-07-18,yandex,firefox,11121404.0
2014-07-19,search,firefox,13522910.0
2014-07-19,yandex,firefox,8011759.0
2014-07-20,search,firefox,14425780.0
2014-07-20,yandex,firefox,8582371.0
2014-07-21,search,firefox,20053238.0
2014-07-21,yandex,firefox,12347105.0
2014-07-22,search,firefox,19665306.0
2014-07-22,yandex,firefox,12022815.0
2014-07-23,search,firefox,19041829.0
2014-07-23,yandex,firefox,11614281.0
2014-07-24,search,firefox,18713962.0
2014-07-24,yandex,firefox,11448464.0
2014-07-25,search,firefox,17514178.0
2014-07-25,yandex,firefox,10670161.0
2014-07-26,search,firefox,13008298.0
2014-07-26,yandex,firefox,7708289.0
2014-07-27,search,firefox,14649315.0
2014-07-27,yandex,firefox,8735047.0
2014-07-28,search,firefox,19270470.0
2014-07-28,yandex,firefox,11809302.0
2014-07-29,search,firefox,19027278.0
2014-07-29,yandex,firefox,11651285.0
2014-07-30,search,firefox,18941611.0
2014-07-30,yandex,firefox,11588159.0
2014-07-31,search,firefox,18139194.0
2014-07-31,yandex,firefox,11076558.0
2014-08-01,search,firefox,16837894.0
2014-08-01,yandex,firefox,10225962.0
2014-08-02,search,firefox,12960229.0
2014-08-02,yandex,firefox,7661553.0
2014-08-03,search,firefox,13860849.0
2014-08-03,yandex,firefox,8255857.0
2014-08-04,search,firefox,18758731.0
2014-08-04,yandex,firefox,11479488.0
2014-08-05,search,firefox,18624317.0
2014-08-05,yandex,firefox,11419120.0
2014-08-06,search,firefox,18163064.0
2014-08-06,yandex,firefox,11091373.0
2014-08-07,search,firefox,18213336.0
2014-08-07,yandex,firefox,11240849.0
2014-08-08,search,firefox,17005443.0
2014-08-08,yandex,firefox,10326277.0
2014-08-09,search,firefox,12836919.0
2014-08-09,yandex,firefox,7595088.0
2014-08-10,search,firefox,13599957.0
2014-08-10,yandex,firefox,8058680.0
2014-08-11,search,firefox,18842104.0
2014-08-11,yandex,firefox,11557194.0
2014-08-12,search,firefox,18637431.0
2014-08-12,yandex,firefox,11408230.0
2014-08-13,search,firefox,18572021.0
2014-08-13,yandex,firefox,11367169.0
2014-08-14,search,firefox,18161228.0
2014-08-14,yandex,firefox,11075291.0
2014-08-15,search,firefox,17181687.0
2014-08-15,yandex,firefox,10429688.0
2014-08-16,search,firefox,12756842.0
2014-08-16,yandex,firefox,7490836.0
2014-08-17,search,firefox,14119635.0
2014-08-17,yandex,firefox,8373882.0
2014-08-18,search,firefox,18916757.0
2014-08-18,yandex,firefox,11642033.0
2014-08-19,search,firefox,18620189.0
2014-08-19,yandex,firefox,11350433.0
2014-08-20,search,firefox,18591071.0
2014-08-20,yandex,firefox,11432417.0
2014-08-21,search,firefox,0.0
2014-08-21,yandex,firefox,0.0
2014-08-22,search,firefox,17327763.0
2014-08-22,yandex,firefox,10653627.0
2014-08-23,search,firefox,12951595.0
2014-08-23,yandex,firefox,7736509.0
2014-08-24,search,firefox,14082006.0
2014-08-24,yandex,firefox,8425625.0
2014-08-25,search,firefox,16823437.0
2014-08-25,yandex,firefox,10392449.0
2014-08-26,search,firefox,18104620.0
2014-08-26,yandex,firefox,11070784.0
2014-08-27,search,firefox,18946375.0
2014-08-27,yandex,firefox,11643529.0
2014-08-28,search,firefox,18699431.0
2014-08-28,yandex,firefox,11397551.0
2014-08-29,search,firefox,17733500.0
2014-08-29,yandex,firefox,10925925.0
2014-08-30,search,firefox,13846218.0
2014-08-30,yandex,firefox,8338331.0
2014-08-31,search,firefox,14662393.0
2014-08-31,yandex,firefox,8795101.0
2014-09-01,search,firefox,18409043.0
2014-09-01,yandex,firefox,11385600.0
2014-09-02,search,firefox,19099061.0
2014-09-02,yandex,firefox,11870725.0
2014-09-03,search,firefox,19286599.0
2014-09-03,yandex,firefox,11975514.0
2014-09-04,search,firefox,18979827.0
2014-09-04,yandex,firefox,11750310.0
2014-09-05,search,firefox,17696608.0
2014-09-05,yandex,firefox,10833288.0
2014-09-06,search,firefox,13501630.0
2014-09-06,yandex,firefox,8079465.0
2014-09-07,search,firefox,15174425.0
2014-09-07,yandex,firefox,9161055.0
2014-09-08,search,firefox,20150686.0
2014-09-08,yandex,firefox,12497997.0
2014-09-09,search,firefox,20012505.0
2014-09-09,yandex,firefox,12364640.0
2014-09-10,search,firefox,19542297.0
2014-09-10,yandex,firefox,12047336.0
2014-09-11,search,firefox,19305833.0
2014-09-11,yandex,firefox,11889011.0
2014-09-12,search,firefox,17919302.0
2014-09-12,yandex,firefox,10903230.0
2014-09-13,search,firefox,13881819.0
2014-09-13,yandex,firefox,8261133.0
2014-09-14,search,firefox,15657554.0
2014-09-14,yandex,firefox,9418265.0
2014-09-15,search,firefox,20237437.0
2014-09-15,yandex,firefox,12469338.0
2014-09-16,search,firefox,19826478.0
2014-09-16,yandex,firefox,12157575.0
2014-09-17,search,firefox,19390191.0
2014-09-17,yandex,firefox,11889005.0
2014-09-18,search,firefox,19381993.0
2014-09-18,yandex,firefox,11960662.0
2014-09-19,search,firefox,18241821.0
2014-09-19,yandex,firefox,11217486.0
2014-09-20,search,firefox,14027224.0
2014-09-20,yandex,firefox,8405784.0
2014-09-21,search,firefox,16031254.0
2014-09-21,yandex,firefox,9669688.0
2014-09-22,search,firefox,20495581.0
2014-09-22,yandex,firefox,12686057.0
2014-09-23,search,firefox,19980030.0
2014-09-23,yandex,firefox,12308902.0
2014-09-24,search,firefox,19653830.0
2014-09-24,yandex,firefox,12127456.0
2014-09-25,search,firefox,19226287.0
2014-09-25,yandex,firefox,11922274.0
2014-09-26,search,firefox,18292147.0
2014-09-26,yandex,firefox,11291445.0
2014-09-27,search,firefox,14373376.0
2014-09-27,yandex,firefox,8629346.0
2014-09-28,search,firefox,15878754.0
2014-09-28,yandex,firefox,9662927.0
2014-09-29,search,firefox,20388957.0
2014-09-29,yandex,firefox,12672463.0
2014-09-30,search,firefox,20169276.0
2014-09-30,yandex,firefox,12486436.0
2014-10-01,search,firefox,19683550.0
2014-10-01,yandex,firefox,12228229.0
2014-10-02,search,firefox,19234074.0
2014-10-02,yandex,firefox,11924680.0
2014-10-03,search,firefox,18322030.0
2014-10-03,yandex,firefox,11256543.0
2014-10-04,search,firefox,14606721.0
2014-10-04,yandex,firefox,8894242.0
2014-10-05,search,firefox,16383053.0
2014-10-05,yandex,firefox,10011054.0
2014-10-06,search,firefox,20394682.0
2014-10-06,yandex,firefox,12626974.0
2014-10-07,search,firefox,20329235.0
2014-10-07,yandex,firefox,12662923.0
2014-10-08,search,firefox,19926871.0
2014-10-08,yandex,firefox,12283504.0
2014-10-09,search,firefox,19368998.0
2014-10-09,yandex,firefox,11997869.0
2014-10-10,search,firefox,18756045.0
2014-10-10,yandex,firefox,11534661.0
2014-10-11,search,firefox,14427619.0
2014-10-11,yandex,firefox,8758462.0
2014-10-12,search,firefox,16209838.0
2014-10-12,yandex,firefox,9907679.0
2014-10-13,search,firefox,20606072.0
2014-10-13,yandex,firefox,12805157.0
2014-10-14,search,firefox,19850262.0
2014-10-14,yandex,firefox,12295509.0
2014-10-15,search,firefox,19530035.0
2014-10-15,yandex,firefox,12074169.0
2014-10-16,search,firefox,20101401.0
2014-10-16,yandex,firefox,12453076.0
2014-10-17,search,firefox,19467990.0
2014-10-17,yandex,firefox,12093583.0
2014-10-18,search,firefox,15446992.0
2014-10-18,yandex,firefox,9391201.0
2014-10-19,search,firefox,17033108.0
2014-10-19,yandex,firefox,10451599.0
2014-10-20,search,firefox,21081565.0
2014-10-20,yandex,firefox,13119353.0
2014-10-21,search,firefox,20811835.0
2014-10-21,yandex,firefox,12921781.0
2014-10-22,search,firefox,20372558.0
2014-10-22,yandex,firefox,12632919.0
2014-10-23,search,firefox,20242372.0
2014-10-23,yandex,firefox,12500809.0
2014-10-24,search,firefox,19695001.0
2014-10-24,yandex,firefox,12191805.0
2014-10-25,search,firefox,15878443.0
2014-10-25,yandex,firefox,9633857.0
2014-10-26,search,firefox,16980467.0
2014-10-26,yandex,firefox,10349343.0
2014-10-27,search,firefox,21194755.0
2014-10-27,yandex,firefox,13116806.0
2014-10-28,search,firefox,21070715.0
2014-10-28,yandex,firefox,13004126.0
2014-10-29,search,firefox,20765448.0
2014-10-29,yandex,firefox,12861673.0
2014-10-30,search,firefox,20289653.0
2014-10-30,yandex,firefox,12573115.0
2014-10-31,search,firefox,19439110.0
2014-10-31,yandex,firefox,12016678.0
2014-11-01,search,firefox,15394927.0
2014-11-01,yandex,firefox,9258376.0
2014-11-02,search,firefox,16293009.0
2014-11-02,yandex,firefox,9744764.0
2014-11-03,search,firefox,17470746.0
2014-11-03,yandex,firefox,10371240.0
2014-11-04,search,firefox,18224200.0
2014-11-04,yandex,firefox,10935743.0
2014-11-05,search,firefox,21562919.0
2014-11-05,yandex,firefox,13519649.0
2014-11-06,search,firefox,21121438.0
2014-11-06,yandex,firefox,13161933.0
2014-11-07,search,firefox,20296979.0
2014-11-07,yandex,firefox,12629999.0
2014-11-08,search,firefox,16586202.0
2014-11-08,yandex,firefox,10152980.0
2014-11-09,search,firefox,18003944.0
2014-11-09,yandex,firefox,11038069.0
2014-11-10,search,firefox,21743231.0
2014-11-10,yandex,firefox,13489760.0
2014-11-11,search,firefox,21368948.0
2014-11-11,yandex,firefox,13206242.0
2014-11-12,search,firefox,21006457.0
2014-11-12,yandex,firefox,12987991.0
2014-11-13,search,firefox,20879123.0
2014-11-13,yandex,firefox,12934920.0
2014-11-14,search,firefox,20078903.0
2014-11-14,yandex,firefox,12365717.0
2014-11-15,search,firefox,16358186.0
2014-11-15,yandex,firefox,9975117.0
2014-11-16,search,firefox,18015152.0
2014-11-16,yandex,firefox,11004630.0
2014-11-17,search,firefox,21906817.0
2014-11-17,yandex,firefox,13573136.0
2014-11-18,search,firefox,21616872.0
2014-11-18,yandex,firefox,13418418.0
2014-11-19,search,firefox,21278377.0
2014-11-19,yandex,firefox,13180072.0
2014-11-20,search,firefox,21092825.0
2014-11-20,yandex,firefox,13152013.0
2014-11-21,search,firefox,20196923.0
2014-11-21,yandex,firefox,12466991.0
2014-11-22,search,firefox,16376806.0
2014-11-22,yandex,firefox,9922806.0
2014-11-23,search,firefox,17836545.0
2014-11-23,yandex,firefox,10832247.0
2014-11-24,search,firefox,21968047.0
2014-11-24,yandex,firefox,13619449.0
2014-11-25,search,firefox,21578640.0
2014-11-25,yandex,firefox,13324047.0
2014-11-26,search,firefox,21355929.0
2014-11-26,yandex,firefox,13261210.0
2014-11-27,search,firefox,21324907.0
2014-11-27,yandex,firefox,13292077.0
2014-11-28,search,firefox,20494317.0
2014-11-28,yandex,firefox,12746888.0
2014-11-29,search,firefox,16667148.0
2014-11-29,yandex,firefox,10222416.0
2014-11-30,search,firefox,18470244.0
2014-11-30,yandex,firefox,11357287.0
2014-12-01,search,firefox,21798479.0
2014-12-01,yandex,firefox,13653636.0
2014-12-02,search,firefox,21955644.0
2014-12-02,yandex,firefox,13943979.0
2014-12-03,search,firefox,21611604.0
2014-12-03,yandex,firefox,13834067.0
2014-12-04,search,firefox,21568728.0
2014-12-04,yandex,firefox,13765832.0
2014-12-05,search,firefox,20456485.0
2014-12-05,yandex,firefox,12985156.0
2014-12-06,search,firefox,16738049.0
2014-12-06,yandex,firefox,10436940.0
2014-12-07,search,firefox,18178356.0
2014-12-07,yandex,firefox,11379005.0
2014-12-08,search,firefox,22172093.0
2014-12-08,yandex,firefox,14085219.0
2014-12-09,search,firefox,0.0
2014-12-09,yandex,firefox,0.0
2014-12-10,search,firefox,0.0
2014-12-10,yandex,firefox,0.0
2014-12-11,search,firefox,0.0
2014-12-11,yandex,firefox,0.0
2014-12-12,search,firefox,0.0
2014-12-12,yandex,firefox,0.0
2014-12-13,search,firefox,0.0
2014-12-13,yandex,firefox,0.0
2014-12-14,search,firefox,0.0
2014-12-14,yandex,firefox,0.0
2014-12-15,search,firefox,0.0
2014-12-15,yandex,firefox,0.0
2014-12-16,search,firefox,0.0
2014-12-16,yandex,firefox,0.0
2014-12-17,search,firefox,0.0
2014-12-17,yandex,firefox,0.0
2014-12-18,search,firefox,0.0
2014-12-18,yandex,firefox,0.0
2014-12-19,search,firefox,0.0
2014-12-19,yandex,firefox,0.0
2014-12-20,search,firefox,0.0
2014-12-20,yandex,firefox,0.0
2014-12-21,search,firefox,0.0
2014-12-21,yandex,firefox,0.0
2014-12-22,search,firefox,0.0
2014-12-22,yandex,firefox,0.0
2014-12-23,search,firefox,0.0
2014-12-23,yandex,firefox,0.0
2014-12-24,search,firefox,0.0
2014-12-24,yandex,firefox,0.0
2014-12-25,search,firefox,0.0
2014-12-25,yandex,firefox,0.0
2014-12-26,search,firefox,0.0
2014-12-26,yandex,firefox,0.0
2014-12-27,search,firefox,0.0
2014-12-27,yandex,firefox,0.0
2015-01-01,search,firefox,0.0
2015-01-01,yandex,firefox,0.0
2015-01-02,search,firefox,0.0
2015-01-02,yandex,firefox,0.0
2015-01-03,search,firefox,0.0
2015-01-03,yandex,firefox,0.0
2015-01-04,search,firefox,0.0
2015-01-04,yandex,firefox,0.0
2015-01-05,search,firefox,0.0
2015-01-05,yandex,firefox,0.0
2015-01-06,search,firefox,0.0
2015-01-06,yandex,firefox,0.0
2015-01-07,search,firefox,0.0
2015-01-07,yandex,firefox,0.0
2015-01-08,search,firefox,0.0
2015-01-08,yandex,firefox,0.0
2015-01-09,search,firefox,0.0
2015-01-09,yandex,firefox,0.0
2015-01-10,search,firefox,0.0
2015-01-10,yandex,firefox,0.0
2015-01-11,search,firefox,0.0
2015-01-11,yandex,firefox,0.0
2015-01-12,search,firefox,0.0
2015-01-12,yandex,firefox,0.0
2015-01-13,search,firefox,0.0
2015-01-13,yandex,firefox,0.0
2015-01-14,search,firefox,0.0
2015-01-14,yandex,firefox,0.0
2015-01-15,search,firefox,0.0
2015-01-15,yandex,firefox,0.0
2015-01-16,search,firefox,0.0
2015-01-16,yandex,firefox,0.0
2015-01-17,search,firefox,0.0
2015-01-17,yandex,firefox,0.0
2015-01-18,search,firefox,0.0
2015-01-18,yandex,firefox,0.0
2015-01-19,search,firefox,0.0
2015-01-19,yandex,firefox,0.0
2015-01-20,search,firefox,0.0
2015-01-20,yandex,firefox,0.0
2015-01-21,search,firefox,0.0
2015-01-21,yandex,firefox,0.0
2015-01-22,search,firefox,0.0
2015-01-22,yandex,firefox,0.0
2015-01-23,search,firefox,0.0
2015-01-23,yandex,firefox,0.0
2015-01-24,search,firefox,0.0
2015-01-24,yandex,firefox,0.0
2015-01-25,search,firefox,0.0
2015-01-25,yandex,firefox,0.0
2015-01-26,search,firefox,0.0
2015-01-26,yandex,firefox,0.0
2015-01-27,search,firefox,0.0
2015-01-27,yandex,firefox,0.0
2015-01-28,search,firefox,0.0
2015-01-28,yandex,firefox,0.0
2015-01-29,search,firefox,0.0
2015-01-29,yandex,firefox,0.0
2015-01-30,search,firefox,20431986.0
2015-01-30,yandex,firefox,13848390.0
2015-01-31,search,firefox,16536457.0
2015-01-31,yandex,firefox,10889144.0
2015-02-01,search,firefox,17770363.0
2015-02-01,yandex,firefox,11791512.0
2015-02-02,search,firefox,21649176.0
2015-02-02,yandex,firefox,14709040.0
2015-02-03,search,firefox,21355207.0
2015-02-03,yandex,firefox,14465906.0
2015-02-04,search,firefox,21135560.0
2015-02-04,yandex,firefox,14370506.0
2015-02-05,search,firefox,20879406.0
2015-02-05,yandex,firefox,14172423.0
2015-02-06,search,firefox,20256843.0
2015-02-06,yandex,firefox,13720123.0
2015-02-07,search,firefox,16400179.0
2015-02-07,yandex,firefox,10833182.0
2015-02-08,search,firefox,17568791.0
2015-02-08,yandex,firefox,11625513.0
2015-02-09,search,firefox,20900040.0
2015-02-09,yandex,firefox,14277606.0
2015-02-10,search,firefox,20360315.0
2015-02-10,yandex,firefox,13891647.0
2015-02-11,search,firefox,19797264.0
2015-02-11,yandex,firefox,13489317.0
2015-02-12,search,firefox,20130719.0
2015-02-12,yandex,firefox,13765900.0
2015-02-13,search,firefox,19076884.0
2015-02-13,yandex,firefox,12993667.0
2015-02-14,search,firefox,15531215.0
2015-02-14,yandex,firefox,10357351.0
2015-02-15,search,firefox,16595875.0
2015-02-15,yandex,firefox,11079695.0
2015-02-16,search,firefox,20812193.0
2015-02-16,yandex,firefox,14229742.0
2015-02-17,search,firefox,20394432.0
2015-02-17,yandex,firefox,13847819.0
2015-02-18,search,firefox,20147093.0
2015-02-18,yandex,firefox,13745494.0
2015-02-19,search,firefox,19536947.0
2015-02-19,yandex,firefox,13256465.0
2015-02-20,search,firefox,18379376.0
2015-02-20,yandex,firefox,12367249.0
2015-02-21,search,firefox,14857605.0
2015-02-21,yandex,firefox,9779163.0
2015-02-22,search,firefox,15783010.0
2015-02-22,yandex,firefox,10361045.0
2015-02-23,search,firefox,17544561.0
2015-02-23,yandex,firefox,11579160.0
2015-02-24,search,firefox,20444720.0
2015-02-24,yandex,firefox,13857922.0
2015-02-25,search,firefox,19728529.0
2015-02-25,yandex,firefox,13415803.0
2015-02-26,search,firefox,19342498.0
2015-02-26,yandex,firefox,13093666.0
2015-02-27,search,firefox,18439426.0
2015-02-27,yandex,firefox,12462315.0
2015-02-28,search,firefox,15685648.0
2015-02-28,yandex,firefox,10452030.0
2015-03-01,search,firefox,16260354.0
2015-03-01,yandex,firefox,10789566.0
2015-03-02,search,firefox,19838554.0
2015-03-02,yandex,firefox,13488586.0
2015-03-03,search,firefox,19647156.0
2015-03-03,yandex,firefox,13367604.0
2015-03-04,search,firefox,19243512.0
2015-03-04,yandex,firefox,13057592.0
2015-03-05,search,firefox,18635719.0
2015-03-05,yandex,firefox,12631676.0
2015-03-06,search,firefox,17012509.0
2015-03-06,yandex,firefox,11484305.0
2015-03-07,search,firefox,14419064.0
2015-03-07,yandex,firefox,9558549.0
2015-03-08,search,firefox,15155928.0
2015-03-08,yandex,firefox,10063740.0
2015-03-09,search,firefox,15997455.0
2015-03-09,yandex,firefox,10706955.0
2015-03-10,search,firefox,19452613.0
