date,se,browser,hits
2016-04-04,search,msie,6629198.0
2016-04-04,yandex,msie,4656501.0
2016-04-05,search,msie,6458209.0
2016-04-05,yandex,msie,4511289.0
2016-04-06,search,msie,6377896.0
2016-04-06,yandex,msie,4474828.0
2016-04-07,search,msie,6405124.0
2016-04-07,yandex,msie,4491361.0
2016-04-08,search,msie,5764538.0
2016-04-08,yandex,msie,4010640.0
2016-04-09,search,msie,3452274.0
2016-04-09,yandex,msie,2302962.0
2016-04-10,search,msie,3778564.0
2016-04-10,yandex,msie,2554454.0
2016-04-11,search,msie,6497550.0
2016-04-11,yandex,msie,4573289.0
2016-04-12,search,msie,6268098.0
2016-04-12,yandex,msie,4377122.0
2016-04-13,search,msie,6156423.0
2016-04-13,yandex,msie,4328439.0
2016-04-14,search,msie,6087302.0
2016-04-14,yandex,msie,4295993.0
2016-04-15,search,msie,5616791.0
2016-04-15,yandex,msie,3948408.0
2016-04-16,search,msie,3356489.0
2016-04-16,yandex,msie,2292143.0
2016-04-17,search,msie,3492364.0
2016-04-17,yandex,msie,2377928.0
2016-04-18,search,msie,6291956.0
2016-04-18,yandex,msie,4461176.0
2016-04-19,search,msie,6136447.0
2016-04-19,yandex,msie,4346371.0
2016-04-20,search,msie,6077969.0
2016-04-20,yandex,msie,4288913.0
2016-04-21,search,msie,6019482.0
2016-04-21,yandex,msie,4262533.0
2016-04-22,search,msie,5565972.0
2016-04-22,yandex,msie,3914808.0
2016-04-23,search,msie,3293293.0
2016-04-23,yandex,msie,2233221.0
2016-04-24,search,msie,3547433.0
2016-04-24,yandex,msie,2408788.0
2016-04-25,search,msie,6176851.0
2016-04-25,yandex,msie,4349378.0
2016-04-26,search,msie,6018118.0
2016-04-26,yandex,msie,4216722.0
2016-04-27,search,msie,5877204.0
2016-04-27,yandex,msie,4123386.0
2016-04-28,search,msie,5576116.0
2016-04-28,yandex,msie,3910611.0
2016-04-29,search,msie,5082566.0
2016-04-29,yandex,msie,3534942.0
2016-04-30,search,msie,2833825.0
2016-04-30,yandex,msie,1878058.0
2016-05-01,search,msie,2647476.0
2016-05-01,yandex,msie,1749644.0
2016-05-02,search,msie,2936958.0
2016-05-02,yandex,msie,1916460.0
2016-05-03,search,msie,3357835.0
2016-05-03,yandex,msie,2212881.0
2016-05-04,search,msie,5582722.0
2016-05-04,yandex,msie,3925412.0
2016-05-05,search,msie,5438491.0
2016-05-05,yandex,msie,3829199.0
2016-05-06,search,msie,4827928.0
2016-05-06,yandex,msie,3348548.0
2016-05-07,search,msie,2741365.0
2016-05-07,yandex,msie,1783953.0
2016-05-08,search,msie,2711655.0
2016-05-08,yandex,msie,1783024.0
2016-05-09,search,msie,2831171.0
2016-05-09,yandex,msie,1860632.0
2016-05-10,search,msie,5424499.0
2016-05-10,yandex,msie,3840147.0
2016-05-11,search,msie,5650140.0
2016-05-11,yandex,msie,3984889.0
2016-05-12,search,msie,5659437.0
2016-05-12,yandex,msie,4001350.0
2016-05-13,search,msie,5207577.0
2016-05-13,yandex,msie,3653036.0
2016-05-14,search,msie,2948716.0
2016-05-14,yandex,msie,1965133.0
2016-05-15,search,msie,3274507.0
2016-05-15,yandex,msie,2223405.0
2016-05-16,search,msie,5938244.0
2016-05-16,yandex,msie,4204294.0
2016-05-17,search,msie,5755284.0
2016-05-17,yandex,msie,4060759.0
2016-05-18,search,msie,5726569.0
2016-05-18,yandex,msie,4054695.0
2016-05-19,search,msie,5609751.0
2016-05-19,yandex,msie,3958073.0
2016-05-20,search,msie,5168475.0
2016-05-20,yandex,msie,3634902.0
2016-05-21,search,msie,2853380.0
2016-05-21,yandex,msie,1924692.0
2016-05-22,search,msie,3027167.0
2016-05-22,yandex,msie,2054987.0
2016-05-23,search,msie,5729783.0
2016-05-23,yandex,msie,4064312.0
2016-05-24,search,msie,5556797.0
2016-05-24,yandex,msie,3933124.0
2016-05-25,search,msie,5336702.0
2016-05-25,yandex,msie,3757157.0
2016-05-26,search,msie,5198046.0
2016-05-26,yandex,msie,3665664.0
2016-05-27,search,msie,4762161.0
2016-05-27,yandex,msie,3334900.0
2016-05-28,search,msie,2537050.0
2016-05-28,yandex,msie,1669154.0
2016-05-29,search,msie,2774382.0
2016-05-29,yandex,msie,1858092.0
2016-05-30,search,msie,5443293.0
2016-05-30,yandex,msie,3837324.0
2016-05-31,search,msie,5289860.0
2016-05-31,yandex,msie,3713533.0
2016-06-01,search,msie,5155434.0
2016-06-01,yandex,msie,3624232.0
2016-06-02,search,msie,5089009.0
2016-06-02,yandex,msie,3584516.0
2016-06-03,search,msie,4646105.0
2016-06-03,yandex,msie,3256993.0
2016-06-04,search,msie,2502358.0
2016-06-04,yandex,msie,1669022.0
2016-06-05,search,msie,2734098.0
2016-06-05,yandex,msie,1847412.0
2016-06-06,search,msie,5442209.0
2016-06-06,yandex,msie,3860430.0
2016-06-07,search,msie,5359677.0
2016-06-07,yandex,msie,3791711.0
2016-06-08,search,msie,5177105.0
2016-06-08,yandex,msie,3641297.0
2016-06-09,search,msie,5093545.0
2016-06-09,yandex,msie,3577724.0
2016-06-10,search,msie,4512363.0
2016-06-10,yandex,msie,3129398.0
2016-06-11,search,msie,2510561.0
2016-06-11,yandex,msie,1644387.0
2016-06-12,search,msie,2575295.0
2016-06-12,yandex,msie,1686366.0
2016-06-13,search,msie,3028345.0
2016-06-13,yandex,msie,1922642.0
2016-06-14,search,msie,5091267.0
2016-06-14,yandex,msie,3550212.0
2016-06-15,search,msie,4973990.0
2016-06-15,yandex,msie,3453050.0
2016-06-16,search,msie,4825484.0
2016-06-16,yandex,msie,3339786.0
2016-06-17,search,msie,4366399.0
2016-06-17,yandex,msie,2991358.0
2016-06-18,search,msie,2314291.0
2016-06-18,yandex,msie,1503771.0
2016-06-19,search,msie,2528962.0
2016-06-19,yandex,msie,1662445.0
2016-06-20,search,msie,4908291.0
2016-06-20,yandex,msie,3436130.0
2016-06-21,search,msie,4843745.0
2016-06-21,yandex,msie,3357116.0
2016-06-22,search,msie,4755907.0
2016-06-22,yandex,msie,3302980.0
2016-06-23,search,msie,4631945.0
2016-06-23,yandex,msie,3229147.0
2016-06-24,search,msie,4238608.0
2016-06-24,yandex,msie,2932864.0
2016-06-25,search,msie,2230319.0
2016-06-25,yandex,msie,1442762.0
2016-06-26,search,msie,2338569.0
2016-06-26,yandex,msie,1536349.0
2016-06-27,search,msie,4821790.0
2016-06-27,yandex,msie,3393712.0
2016-06-28,search,msie,4828668.0
2016-06-28,yandex,msie,3405505.0
2016-06-29,search,msie,4771628.0
2016-06-29,yandex,msie,3329251.0
2016-06-30,search,msie,4593701.0
2016-06-30,yandex,msie,3198613.0
2016-07-01,search,msie,4104124.0
2016-07-01,yandex,msie,2832049.0
2016-07-02,search,msie,2200679.0
2016-07-02,yandex,msie,1419684.0
2016-07-03,search,msie,2304989.0
2016-07-03,yandex,msie,1508253.0
2016-07-04,search,msie,4655248.0
2016-07-04,yandex,msie,3243549.0
2016-07-05,search,msie,4546085.0
2016-07-05,yandex,msie,3177576.0
2016-07-06,search,msie,4525277.0
2016-07-06,yandex,msie,3178135.0
2016-07-07,search,msie,4553133.0
2016-07-07,yandex,msie,3169964.0
2016-07-08,search,msie,4130410.0
2016-07-08,yandex,msie,2854525.0
2016-07-09,search,msie,2196884.0
2016-07-09,yandex,msie,1435959.0
2016-07-10,search,msie,2304584.0
2016-07-10,yandex,msie,1517684.0
2016-07-11,search,msie,4600343.0
2016-07-11,yandex,msie,3206904.0
2016-07-12,search,msie,4503103.0
2016-07-12,yandex,msie,3133770.0
2016-07-13,search,msie,4384550.0
2016-07-13,yandex,msie,3052894.0
2016-07-14,search,msie,4326805.0
2016-07-14,yandex,msie,3008187.0
2016-07-15,search,msie,3943904.0
2016-07-15,yandex,msie,2708649.0
2016-07-16,search,msie,2107279.0
2016-07-16,yandex,msie,1358424.0
2016-07-17,search,msie,2190912.0
2016-07-17,yandex,msie,1440161.0
2016-07-18,search,msie,4516117.0
2016-07-18,yandex,msie,3153790.0
2016-07-19,search,msie,4471796.0
2016-07-19,yandex,msie,3124400.0
2016-07-20,search,msie,4462480.0
2016-07-20,yandex,msie,3126617.0
2016-07-21,search,msie,4351858.0
2016-07-21,yandex,msie,3041370.0
2016-07-22,search,msie,4016349.0
2016-07-22,yandex,msie,2810194.0
2016-07-23,search,msie,2146291.0
2016-07-23,yandex,msie,1426928.0
2016-07-24,search,msie,2245977.0
2016-07-24,yandex,msie,1500782.0
2016-07-25,search,msie,4442513.0
2016-07-25,yandex,msie,3138998.0
2016-07-26,search,msie,4370898.0
2016-07-26,yandex,msie,3074846.0
2016-07-27,search,msie,4294750.0
2016-07-27,yandex,msie,3009193.0
2016-07-28,search,msie,4221754.0
2016-07-28,yandex,msie,2953461.0
2016-07-29,search,msie,3874224.0
2016-07-29,yandex,msie,2700352.0
2016-07-30,search,msie,2084977.0
2016-07-30,yandex,msie,1372316.0
2016-07-31,search,msie,2192458.0
2016-07-31,yandex,msie,1461119.0
2016-08-01,search,msie,4303549.0
2016-08-01,yandex,msie,3018506.0
2016-08-02,search,msie,4304896.0
2016-08-02,yandex,msie,3018496.0
2016-08-03,search,msie,4286763.0
2016-08-03,yandex,msie,3019238.0
2016-08-04,search,msie,4220599.0
2016-08-04,yandex,msie,2965344.0
2016-08-05,search,msie,3868036.0
2016-08-05,yandex,msie,2698150.0
2016-08-06,search,msie,2008409.0
2016-08-06,yandex,msie,1325089.0
2016-08-07,search,msie,2176685.0
2016-08-07,yandex,msie,1447643.0
2016-08-08,search,msie,4434550.0
2016-08-08,yandex,msie,3129537.0
2016-08-09,search,msie,4355047.0
2016-08-09,yandex,msie,3069219.0
2016-08-10,search,msie,4283888.0
2016-08-10,yandex,msie,3004121.0
2016-08-11,search,msie,4228168.0
2016-08-11,yandex,msie,2976956.0
2016-08-12,search,msie,3922304.0
2016-08-12,yandex,msie,2749520.0
2016-08-13,search,msie,2091303.0
2016-08-13,yandex,msie,1400832.0
2016-08-14,search,msie,2254755.0
2016-08-14,yandex,msie,1523491.0
2016-08-15,search,msie,4484119.0
2016-08-15,yandex,msie,3186940.0
2016-08-16,search,msie,4336493.0
2016-08-16,yandex,msie,3060346.0
2016-08-17,search,msie,4253031.0
2016-08-17,yandex,msie,3005711.0
2016-08-18,search,msie,4188115.0
2016-08-18,yandex,msie,2947741.0
2016-08-19,search,msie,3816923.0
2016-08-19,yandex,msie,2681642.0
2016-08-20,search,msie,2082272.0
2016-08-20,yandex,msie,1374894.0
2016-08-21,search,msie,2148241.0
2016-08-21,yandex,msie,1417118.0
2016-08-22,search,msie,4380396.0
2016-08-22,yandex,msie,3095611.0
2016-08-23,search,msie,4301986.0
2016-08-23,yandex,msie,3043342.0
2016-08-24,search,msie,4210891.0
2016-08-24,yandex,msie,3002905.0
2016-08-25,search,msie,4195510.0
2016-08-25,yandex,msie,2962148.0
2016-08-26,search,msie,3844424.0
2016-08-26,yandex,msie,2702455.0
2016-08-27,search,msie,2019429.0
2016-08-27,yandex,msie,1337954.0
2016-08-28,search,msie,2149346.0
2016-08-28,yandex,msie,1441066.0
2016-08-29,search,msie,4395735.0
2016-08-29,yandex,msie,3140726.0
2016-08-30,search,msie,4266935.0
2016-08-30,yandex,msie,3060742.0
2016-08-31,search,msie,4212653.0
2016-08-31,yandex,msie,2999810.0
2016-09-01,search,msie,3987900.0
2016-09-01,yandex,msie,2815057.0
2016-09-02,search,msie,3985112.0
2016-09-02,yandex,msie,2790533.0
2016-09-03,search,msie,2207312.0
2016-09-03,yandex,msie,1452732.0
2016-09-04,search,msie,2393191.0
2016-09-04,yandex,msie,1602843.0
2016-09-05,search,msie,4571654.0
2016-09-05,yandex,msie,3229027.0
2016-09-06,search,msie,4500307.0
2016-09-06,yandex,msie,3184119.0
2016-09-07,search,msie,4457447.0
2016-09-07,yandex,msie,3151908.0
2016-09-08,search,msie,4517077.0
2016-09-08,yandex,msie,3193673.0
2016-09-09,search,msie,4130927.0
2016-09-09,yandex,msie,2913142.0
2016-09-10,search,msie,2278411.0
2016-09-10,yandex,msie,1511244.0
2016-09-11,search,msie,2460010.0
2016-09-11,yandex,msie,1653139.0
2016-09-12,search,msie,4555507.0
2016-09-12,yandex,msie,3234023.0
2016-09-13,search,msie,4656608.0
2016-09-13,yandex,msie,3285184.0
2016-09-14,search,msie,4566491.0
2016-09-14,yandex,msie,3223381.0
2016-09-15,search,msie,4478592.0
2016-09-15,yandex,msie,3153235.0
2016-09-16,search,msie,4167437.0
2016-09-16,yandex,msie,2929601.0
2016-09-17,search,msie,2394185.0
2016-09-17,yandex,msie,1585649.0
2016-09-18,search,msie,2566950.0
2016-09-18,yandex,msie,1713663.0
2016-09-19,search,msie,4822557.0
2016-09-19,yandex,msie,3422910.0
2016-09-20,search,msie,4641155.0
2016-09-20,yandex,msie,3293993.0
2016-09-21,search,msie,4632735.0
2016-09-21,yandex,msie,3286987.0
2016-09-22,search,msie,4523008.0
2016-09-22,yandex,msie,3235573.0
2016-09-23,search,msie,4135032.0
2016-09-23,yandex,msie,2934361.0
2016-09-24,search,msie,2302662.0
2016-09-24,yandex,msie,1536855.0
2016-09-25,search,msie,2461032.0
2016-09-25,yandex,msie,1679056.0
2016-09-26,search,msie,4673426.0
2016-09-26,yandex,msie,3330245.0
2016-09-27,search,msie,4661914.0
2016-09-27,yandex,msie,3310922.0
2016-09-28,search,msie,4602831.0
2016-09-28,yandex,msie,3272489.0
2016-09-29,search,msie,4505437.0
2016-09-29,yandex,msie,3218607.0
2016-09-30,search,msie,4141357.0
2016-09-30,yandex,msie,2931852.0
2016-10-01,search,msie,2244048.0
2016-10-01,yandex,msie,1497600.0
2016-10-02,search,msie,2412180.0
2016-10-02,yandex,msie,1630772.0
2016-10-03,search,msie,4494389.0
2016-10-03,yandex,msie,3196335.0
2016-10-04,search,msie,4498333.0
2016-10-04,yandex,msie,3199036.0
2016-10-05,search,msie,4445375.0
2016-10-05,yandex,msie,3159631.0
2016-10-06,search,msie,4410770.0
2016-10-06,yandex,msie,3139035.0
2016-10-07,search,msie,4105792.0
2016-10-07,yandex,msie,2914994.0
2016-10-08,search,msie,2214260.0
2016-10-08,yandex,msie,1549008.0
2016-10-09,search,msie,2357106.0
2016-10-09,yandex,msie,1665643.0
2016-10-10,search,msie,4455876.0
2016-10-10,yandex,msie,3260055.0
2016-10-11,search,msie,4317422.0
2016-10-11,yandex,msie,3171976.0
2016-10-12,search,msie,4281786.0
2016-10-12,yandex,msie,3141431.0
2016-10-13,search,msie,4282750.0
2016-10-13,yandex,msie,3132230.0
2016-10-14,search,msie,3951984.0
2016-10-14,yandex,msie,2892821.0
2016-10-15,search,msie,2165951.0
2016-10-15,yandex,msie,1513161.0
2016-10-16,search,msie,2352178.0
2016-10-16,yandex,msie,1653285.0
2016-10-17,search,msie,4459886.0
2016-10-17,yandex,msie,3252973.0
2016-10-18,search,msie,4378282.0
2016-10-18,yandex,msie,3200991.0
2016-10-19,search,msie,4325267.0
2016-10-19,yandex,msie,3154140.0
2016-10-20,search,msie,4253604.0
2016-10-20,yandex,msie,3092025.0
2016-10-21,search,msie,3972032.0
2016-10-21,yandex,msie,2879158.0
2016-10-22,search,msie,2218792.0
2016-10-22,yandex,msie,1546698.0
2016-10-23,search,msie,2374643.0
2016-10-23,yandex,msie,1674664.0
2016-10-24,search,msie,4490660.0
2016-10-24,yandex,msie,3278195.0
2016-10-25,search,msie,4423305.0
2016-10-25,yandex,msie,3227088.0
2016-10-26,search,msie,4390447.0
2016-10-26,yandex,msie,3206315.0
2016-10-27,search,msie,4355536.0
2016-10-27,yandex,msie,3170163.0
2016-10-28,search,msie,4011843.0
2016-10-28,yandex,msie,2914390.0
2016-10-29,search,msie,2251921.0
2016-10-29,yandex,msie,1574267.0
2016-10-30,search,msie,2420092.0
2016-10-30,yandex,msie,1699349.0
2016-10-31,search,msie,4449395.0
2016-10-31,yandex,msie,3246426.0
2016-11-01,search,msie,4269142.0
2016-11-01,yandex,msie,3108095.0
2016-11-02,search,msie,4268819.0
2016-11-02,yandex,msie,3103078.0
2016-11-03,search,msie,3913741.0
2016-11-03,yandex,msie,2838205.0
2016-11-04,search,msie,2334512.0
2016-11-04,yandex,msie,1603699.0
2016-11-05,search,msie,2182397.0
2016-11-05,yandex,msie,1544683.0
2016-11-06,search,msie,2336668.0
2016-11-06,yandex,msie,1665739.0
2016-11-07,search,msie,4378066.0
2016-11-07,yandex,msie,3227192.0
2016-11-08,search,msie,4343909.0
2016-11-08,yandex,msie,3187072.0
2016-11-09,search,msie,4371065.0
2016-11-09,yandex,msie,3189815.0
2016-11-10,search,msie,4311996.0
2016-11-10,yandex,msie,3156958.0
2016-11-11,search,msie,4011708.0
2016-11-11,yandex,msie,2937645.0
2016-11-12,search,msie,2254597.0
2016-11-12,yandex,msie,1604274.0
2016-11-13,search,msie,2415714.0
2016-11-13,yandex,msie,1715690.0
2016-11-14,search,msie,4505321.0
2016-11-14,yandex,msie,3308292.0
2016-11-15,search,msie,4448971.0
2016-11-15,yandex,msie,3253312.0
2016-11-16,search,msie,4422979.0
2016-11-16,yandex,msie,3236862.0
2016-11-17,search,msie,4340373.0
2016-11-17,yandex,msie,3170257.0
2016-11-18,search,msie,4038969.0
2016-11-18,yandex,msie,2949662.0
2016-11-19,search,msie,2271806.0
2016-11-19,yandex,msie,1600230.0
2016-11-20,search,msie,2413457.0
2016-11-20,yandex,msie,1714108.0
2016-11-21,search,msie,4505687.0
2016-11-21,yandex,msie,3319908.0
2016-11-22,search,msie,4414887.0
2016-11-22,yandex,msie,3228819.0
2016-11-23,search,msie,4361063.0
2016-11-23,yandex,msie,3188229.0
2016-11-24,search,msie,4331117.0
2016-11-24,yandex,msie,3166559.0
2016-11-25,search,msie,4015932.0
2016-11-25,yandex,msie,2927895.0
2016-11-26,search,msie,2259545.0
2016-11-26,yandex,msie,1586856.0
2016-11-27,search,msie,2417774.0
2016-11-27,yandex,msie,1697094.0
2016-11-28,search,msie,4527003.0
2016-11-28,yandex,msie,3278852.0
2016-11-29,search,msie,4367267.0
2016-11-29,yandex,msie,3163406.0
2016-11-30,search,msie,4216281.0
2016-11-30,yandex,msie,3038703.0
2016-12-01,search,msie,4206115.0
2016-12-01,yandex,msie,3050563.0
2016-12-02,search,msie,3959025.0
2016-12-02,yandex,msie,2862324.0
2016-12-03,search,msie,2313516.0
2016-12-03,yandex,msie,1610324.0
2016-12-04,search,msie,2413321.0
2016-12-04,yandex,msie,1702261.0
2016-12-05,search,msie,4453685.0
2016-12-05,yandex,msie,3237500.0
2016-12-06,search,msie,4337980.0
2016-12-06,yandex,msie,3149877.0
2016-12-07,search,msie,4314019.0
2016-12-07,yandex,msie,3143715.0
2016-12-08,search,msie,4211970.0
2016-12-08,yandex,msie,3065093.0
2016-12-09,search,msie,3915789.0
2016-12-09,yandex,msie,2837822.0
2016-12-10,search,msie,2230191.0
2016-12-10,yandex,msie,1556200.0
2016-12-11,search,msie,2347239.0
2016-12-11,yandex,msie,1651711.0
2016-12-12,search,msie,4378255.0
2016-12-12,yandex,msie,3195320.0
2016-12-13,search,msie,4285942.0
2016-12-13,yandex,msie,3117127.0
2016-12-14,search,msie,4182938.0
2016-12-14,yandex,msie,3045728.0
2016-12-15,search,msie,4074116.0
2016-12-15,yandex,msie,2980694.0
2016-12-16,search,msie,3778916.0
2016-12-16,yandex,msie,2769385.0
2016-12-17,search,msie,2192045.0
2016-12-17,yandex,msie,1542060.0
2016-12-18,search,msie,2292689.0
2016-12-18,yandex,msie,1622012.0
2016-12-19,search,msie,4231989.0
2016-12-19,yandex,msie,3098458.0
2016-12-20,search,msie,4152692.0
2016-12-20,yandex,msie,3027521.0
2016-12-21,search,msie,4062639.0
2016-12-21,yandex,msie,2959995.0
2016-12-22,search,msie,3933259.0
2016-12-22,yandex,msie,2865806.0
2016-12-23,search,msie,3612149.0
2016-12-23,yandex,msie,2632740.0
2016-12-24,search,msie,2039653.0
2016-12-24,yandex,msie,1443966.0
2016-12-25,search,msie,2153134.0
2016-12-25,yandex,msie,1517315.0
2016-12-26,search,msie,3937894.0
2016-12-26,yandex,msie,2881175.0
2016-12-27,search,msie,3761569.0
2016-12-27,yandex,msie,2736177.0
2016-12-28,search,msie,3602580.0
2016-12-28,yandex,msie,2608945.0
2016-12-29,search,msie,3391124.0
2016-12-29,yandex,msie,2455665.0
2016-12-30,search,msie,2772576.0
2016-12-30,yandex,msie,1981503.0
2016-12-31,search,msie,1552591.0
2016-12-31,yandex,msie,1071399.0
2017-01-01,search,msie,1548515.0
2017-01-01,yandex,msie,1087156.0
2017-01-02,search,msie,1865729.0
2017-01-02,yandex,msie,1316005.0
2017-01-03,search,msie,2052982.0
2017-01-03,yandex,msie,1419325.0
2017-01-04,search,msie,2190978.0
2017-01-04,yandex,msie,1511534.0
2017-01-05,search,msie,2232019.0
2017-01-05,yandex,msie,1536766.0
2017-01-06,search,msie,2172474.0
2017-01-06,yandex,msie,1506752.0
2017-01-07,search,msie,2054626.0
2017-01-07,yandex,msie,1451933.0
2017-01-08,search,msie,2205385.0
2017-01-08,yandex,msie,1567044.0
2017-01-09,search,msie,4074462.0
2017-01-09,yandex,msie,3030785.0
2017-01-10,search,msie,4107798.0
2017-01-10,yandex,msie,3031162.0
2017-01-11,search,msie,4118658.0
2017-01-11,yandex,msie,3044530.0
2017-01-12,search,msie,4102201.0
2017-01-12,yandex,msie,3019561.0
2017-01-13,search,msie,3780140.0
2017-01-13,yandex,msie,2759935.0
2017-01-14,search,msie,2101068.0
2017-01-14,yandex,msie,1478651.0
2017-01-15,search,msie,2229241.0
2017-01-15,yandex,msie,1594541.0
2017-01-16,search,msie,4262303.0
2017-01-16,yandex,msie,3146888.0
2017-01-17,search,msie,4181541.0
2017-01-17,yandex,msie,3088215.0
2017-01-18,search,msie,4169310.0
2017-01-18,yandex,msie,3086754.0
2017-01-19,search,msie,4146145.0
2017-01-19,yandex,msie,3066117.0
2017-01-20,search,msie,3934371.0
2017-01-20,yandex,msie,2883931.0
2017-01-21,search,msie,2145845.0
2017-01-21,yandex,msie,1512985.0
2017-01-22,search,msie,2236897.0
2017-01-22,yandex,msie,1602480.0
2017-01-23,search,msie,4323163.0
2017-01-23,yandex,msie,3207770.0
2017-01-24,search,msie,4242489.0
2017-01-24,yandex,msie,3137807.0
2017-01-25,search,msie,4201848.0
2017-01-25,yandex,msie,3125978.0
2017-01-26,search,msie,4178457.0
2017-01-26,yandex,msie,3104272.0
2017-01-27,search,msie,3930319.0
2017-01-27,yandex,msie,2899532.0
2017-01-28,search,msie,2202866.0
2017-01-28,yandex,msie,1545959.0
2017-01-29,search,msie,2286188.0
2017-01-29,yandex,msie,1637974.0
2017-01-30,search,msie,4449745.0
2017-01-30,yandex,msie,3283701.0
2017-01-31,search,msie,4300937.0
2017-01-31,yandex,msie,3172072.0
2017-02-01,search,msie,4141115.0
2017-02-01,yandex,msie,3066941.0
2017-02-02,search,msie,4094904.0
2017-02-02,yandex,msie,3030887.0
2017-02-03,search,msie,3815514.0
2017-02-03,yandex,msie,2818114.0
2017-02-04,search,msie,2125231.0
2017-02-04,yandex,msie,1512901.0
2017-02-05,search,msie,2236274.0
2017-02-05,yandex,msie,1607718.0
2017-02-06,search,msie,4299128.0
2017-02-06,yandex,msie,3195653.0
2017-02-07,search,msie,4254851.0
2017-02-07,yandex,msie,3162079.0
2017-02-08,search,msie,4176167.0
2017-02-08,yandex,msie,3105150.0
2017-02-09,search,msie,4102068.0
2017-02-09,yandex,msie,3039566.0
2017-02-10,search,msie,3804663.0
2017-02-10,yandex,msie,2807220.0
2017-02-11,search,msie,2087935.0
2017-02-11,yandex,msie,1484591.0
2017-02-12,search,msie,2225264.0
2017-02-12,yandex,msie,1598254.0
2017-02-13,search,msie,4266352.0
2017-02-13,yandex,msie,3163834.0
2017-02-14,search,msie,4104827.0
2017-02-14,yandex,msie,3039025.0
2017-02-15,search,msie,4295047.0
2017-02-15,yandex,msie,3104210.0
2017-02-16,search,msie,4174522.0
2017-02-16,yandex,msie,3007309.0
2017-02-17,search,msie,3908648.0
2017-02-17,yandex,msie,2810485.0
2017-02-18,search,msie,2154162.0
2017-02-18,yandex,msie,1480024.0
2017-02-19,search,msie,2287670.0
2017-02-19,yandex,msie,1585732.0
2017-02-20,search,msie,4239119.0
2017-02-20,yandex,msie,3077440.0
2017-02-21,search,msie,4096412.0
2017-02-21,yandex,msie,2949504.0
2017-02-22,search,msie,3574762.0
2017-02-22,yandex,msie,2531932.0
2017-02-23,search,msie,2100030.0
2017-02-23,yandex,msie,1366639.0
2017-02-24,search,msie,2198178.0
2017-02-24,yandex,msie,1458777.0
2017-02-25,search,msie,2075806.0
2017-02-25,yandex,msie,1436447.0
2017-02-26,search,msie,2218135.0
2017-02-26,yandex,msie,1539503.0
2017-02-27,search,msie,4188783.0
2017-02-27,yandex,msie,3026492.0
2017-02-28,search,msie,4005571.0
2017-02-28,yandex,msie,2878267.0
2017-03-01,search,msie,3928171.0
2017-03-01,yandex,msie,2804630.0
2017-03-02,search,msie,3947582.0
2017-03-02,yandex,msie,2818953.0
2017-03-03,search,msie,3692116.0
2017-03-03,yandex,msie,2635649.0
2017-03-04,search,msie,2050922.0
2017-03-04,yandex,msie,1394004.0
2017-03-05,search,msie,2162157.0
2017-03-05,yandex,msie,1482085.0
2017-03-06,search,msie,3975380.0
2017-03-06,yandex,msie,2851393.0
2017-03-07,search,msie,3312378.0
2017-03-07,yandex,msie,2332264.0
2017-03-08,search,msie,1996498.0
2017-03-08,yandex,msie,1329598.0
2017-03-09,search,msie,4046708.0
2017-03-09,yandex,msie,2908419.0
2017-03-10,search,msie,3446888.0
2017-03-10,yandex,msie,2465465.0
2017-03-11,search,msie,2055224.0
2017-03-11,yandex,msie,1391775.0
2017-03-12,search,msie,2182913.0
2017-03-12,yandex,msie,1495161.0
2017-03-13,search,msie,4062621.0
2017-03-13,yandex,msie,2919240.0
2017-03-14,search,msie,3971105.0
2017-03-14,yandex,msie,2844378.0
2017-03-15,search,msie,3935368.0
2017-03-15,yandex,msie,2824902.0
2017-03-16,search,msie,3933974.0
2017-03-16,yandex,msie,2831830.0
2017-03-17,search,msie,3650996.0
2017-03-17,yandex,msie,2607319.0
2017-03-18,search,msie,2018485.0
2017-03-18,yandex,msie,1367102.0
2017-03-19,search,msie,2150783.0
2017-03-19,yandex,msie,1481119.0
2017-03-20,search,msie,4036056.0
2017-03-20,yandex,msie,2924004.0
2017-03-21,search,msie,3927209.0
2017-03-21,yandex,msie,2842402.0
2017-03-22,search,msie,3858995.0
2017-03-22,yandex,msie,2804796.0
2017-03-23,search,msie,3795562.0
2017-03-23,yandex,msie,2741489.0
2017-03-24,search,msie,3571119.0
2017-03-24,yandex,msie,2556632.0
2017-03-25,search,msie,1932368.0
2017-03-25,yandex,msie,1319128.0
2017-03-26,search,msie,2023152.0
2017-03-26,yandex,msie,1393621.0
2017-03-27,search,msie,3995005.0
2017-03-27,yandex,msie,2900204.0
2017-03-28,search,msie,3928748.0
2017-03-28,yandex,msie,2857556.0
2017-03-29,search,msie,3861198.0
2017-03-29,yandex,msie,2793379.0
2017-03-30,search,msie,3863690.0
2017-03-30,yandex,msie,2779434.0
2017-03-31,search,msie,3549219.0
2017-03-31,yandex,msie,2568124.0
2017-04-01,search,msie,1867326.0
2017-04-01,yandex,msie,1292244.0
2017-04-02,search,msie,2013858.0
2017-04-02,yandex,msie,1400670.0
2017-04-03,search,msie,4089483.0
2017-04-03,yandex,msie,2956738.0
2017-04-04,search,msie,3863809.0
2017-04-04,yandex,msie,2783778.0
2017-04-05,search,msie,3829185.0
2017-04-05,yandex,msie,2759890.0
2017-04-06,search,msie,3769585.0
2017-04-06,yandex,msie,2717573.0
